type,url,savedUrl
whois,https://www.iana.org/domains/root/db/br.html,http://web.archive.org/web/20220425025240/https://www.iana.org/domains/root/db/br.html
whois,https://www.iana.org/domains/root/db/br.html,http://web.archive.org/web/20090217115459/http://iana.org/domains/root/db/br.html
whois,https://www.iana.org/domains/root/db/br.html,http://archive.today/2022.04.25-025155/https://www.iana.org/domains/root/db/br.html
whois,https://www.iana.org/domains/root/db/br.html,http://archive.today/2014.01.16-222421/https://www.iana.org/domains/root/db/br.html
