type,url,savedUrl
direct,https://prefeitura.rio,http://archive.today/2022.04.25-032012/https://prefeitura.rio/
direct,https://prefeitura.rio,http://web.archive.org/web/20220425032114/https://prefeitura.rio/
direct,https://prefeitura.rio,http://web.archive.org/web/20150223235951/http://prefeitura.rio/
