type,url,savedUrl
direct,https://www.data.rio,http://web.archive.org/web/20220425032906/https://www.data.rio/
direct,https://www.data.rio,http://web.archive.org/web/20150820142600/http://data.rio/
direct,https://www.data.rio,http://archive.today/2022.04.25-032923/https://www.data.rio/
