local_id;scope_label;shortName;vat_id;legalName;wikidata_id;url
57;BR-MG-Uberlandia;MG-ULA;cnpj:18.431.312/0001-15;Prefeitura Municipal de Uberlândia;56450006;https://www.uberlandia.mg.gov.br/
58;BR-SP-Itanhaem;SP-ITH;cnpj:46.578.498/0001-75;Prefeitura de Itanhaém;104847769;http://www2.itanhaem.sp.gov.br/
59;BR-PR;Paranacidade;cnpj:01.450.804/0001-55;Serviço Social Autônomo Paranacidade;104848282;http://www.paranacidade.org.br/
60;BR-PE-Petrolina;PE-PTA;cnpj:10.358.190/0001-77;Prefeitura de Petrolina;56450068;https://petrolina.pe.gov.br/
61;BR-PR-Araucaria;PR-AUC;cnpj:76.105.535/0001-99;Prefeitura do Município de Araucária;104848034;https://araucaria.atende.net/
62;BR-RO-JiParana;RO-JIP;cnpj:04.092.672/0001-25;Prefeitura Municipal de Ji-Paraná;105008525;http://www.site.ji-parana.ro.gov.br/
63;BR-RS-NovoHamburgo;RS-NHO;cnpj:07.044.304/0001-08;Prefeitura Municipal de Novo Hamburgo;105008951;https://www.novohamburgo.rs.gov.br/
64;BR-RS-SantaCruzSul;RS-SCR;cnpj:95.440.517/0001-08;Prefeitura Municipal de Santa Cruz do Sul;105328349;https://www.santacruz.rs.gov.br
65;BR-SP-Cubatao;SP-CUB;cnpj:47.492.806/0001-08;Prefeitura Municipal de Cubatão;105453143;http://www.cubatao.sp.gov.br/
66;BR-PE-Bezerros;PE-BEZ;cnpj:10.091.510/0001-75;Prefeitura Municipal dos Bezerros;107391603;https://bezerros.pe.gov.br/
67;BR-SP-Paulinia;SP-PLN;cnpj:45.751.435/0001-06;Prefeitura Municipal de Paulínia;107391609;http://www.paulinia.sp.gov.br/
68;BR-DF-Brasilia;DF-BSA;cnpj:00.394.601/0001-26;Governo do Distrito Federal;96572867;http://www.df.gov.br/
69;BR-RS-CaxiasSul;RS-CSL;cnpj:88.830.609/0001-39;Prefeitura Municipal de Caxias do Sul;56450027;https://caxias.rs.gov.br/
70;BR-MG-Itabira;MG-IBA;cnpj:18.299.446/0001-24;Prefeitura Municipal de Itabira;107398095;https://www.itabira.mg.gov.br/
71;BR-AM-Manaus;AM-MNS;cnpj:04.365.326/0001-73;Prefeitura Municipal de Manaus;53930905;https://www.manaus.am.gov.br/
72;BR-PB-JoaoPessoa;PB-JPA;cnpj:08.806.721/0001-03;Prefeitura Municipal de João Pessoa;56449995;https://www.joaopessoa.pb.gov.br/
73;BR-RN-Natal;RN-NTL;cnpj:08.241.747/0001-43;Prefeitura Municipal de Natal;56449990;https://www.natal.rn.gov.br/
74;BR-RN-SaoGoncaloAmarante;RN-SGM;cnpj:08.079.402/0001-35;Prefeitura Municipal de São Gonçalo do Amarante;107398099;https://saogoncalodoamarante.ce.gov.br/portal/
75;BR-SC-Brusque;SC-BQE;cnpj:83.102.343/0001-94;Prefeitura Municipal de Brusque;107398109;https://portal.brusque.sc.gov.br/
76;BR-RS-Canoas;RS-CAN;cnpj:88.577.416/0001-18;Prefeitura Municipal de Canoas;56450066;https://www.canoas.rs.gov.br/
77;BR-SC-Chapeco;SC-CCO;cnpj:83.021.808/0001-82;Prefeitura Municipal de Chapecó;107398118;https://www.chapeco.sc.gov.br/
78;BR-RJ-RioJaneiro;RJ-RJO;cnpj:42.498.733/0001-48;Prefeitura da Cidade do Rio de Janeiro;57349212;https://prefeitura.rio/
79;BR-PR-Toledo;PR-TOO;cnpj:76.205.806/0001-88;Prefeitura Municipal de Toledo;107398664;https://www.toledo.pr.gov.br/
80;BR-RS-Pelotas;RS-PLT;cnpj:87.455.531/0001-57;Prefeitura Municipal de Pelotas;109188;https://www.pelotas.rs.gov.br/
81;BR-SP-Guarulhos;SP-GRH;cnpj:46.319.000.0001-50;Prefeitura de Guarulhos;53930928;https://www.guarulhos.sp.gov.br/
82;BR-RS-Bage;RS-BGE;cnpj:88.073.291/0001-99;Prefeitura Municipal de Bagé;119140;https://www.bage.rs.gov.br/
83;NA;NA;NA;Antônio Carlos;NA;NA
84;BR-GO-AparecidaGoiania;GO-ACG;cnpj:01.005.727/0001-24;Prefeitura Municipal de Aparecida de Goiânia;459711;https://www.aparecida.go.gov.br/
85;NA;NA;NA;Apucarana;NA;NA
86;NA;NA;NA;Aracaju;NA;NA
87;NA;NA;NA;Barueri;NA;NA
88;NA;NA;NA;"Belém
(pop. 2 milhões)";NA;NA
89;NA;NA;NA;Boa Vista;NA;NA
90;NA;NA;NA;Brasília - GDF e Gov.Br;NA;NA
91;BR-ES-CachoeiroItapemirim;ES-CIM;cnpj:27.165.588/0001-90;Municipio De Cachoeiro De Itapemirim;1439193;https://www.cachoeiro.es.gov.br/
92;NA;NA;NA;"Campo Largo
(pop. 134.000)";NA;NA
93;NA;NA;NA;"Colatina
(pop. 123.400)";NA;NA
94;NA;NA;NA;"Cuiabá
(pop. 620.000)";NA;NA
95;NA;NA;NA;Diadema;NA;NA
96;NA;NA;NA;Divinopolis;NA;NA
97;BR-CE-Fortaleza;NA;cnpj:07.954.605/0001-60;Prefeitura Municipal de Fortaleza;43463;https://www.fortaleza.ce.gov.br/
98;NA;NA;NA;"Guarapari
(pop. 127.000)";NA;NA
99;NA;NA;NA;Instituto Jones de Santos Neves;NA;NA
100;NA;NA;NA;"Itabuna
215.000";NA;NA
101;NA;NA;NA;EMASA;NA;NA
102;NA;NA;NA;COELBA;NA;NA
103;NA;NA;NA;"Itaguaí
(pop. 135000)";NA;NA
104;NA;NA;NA;Limoeiro do Norte;NA;NA
105;NA;NA;NA;Louveira;NA;NA
106;NA;NA;NA;Londrina-SANEPAR;NA;NA
107;NA;NA;NA;Maceió;NA;NA
108;NA;NA;NA;"Macapá
(pop. 530.000)";NA;NA
109;NA;NA;NA;"Macaíba
(pop. 82.000)";NA;NA
110;BR-PR-Maringa;PR-MGA;cnpj:76.282.656/0001-06;Prefeitura do Município de Maringá;208669;NA
111;NA;NA;NA;Mauá;NA;NA
112;NA;NA;NA;"Novo Gama
(pop. 118.000)";NA;NA
113;NA;NA;NA;"Palmas [do Paraná]
(pop. 52.000)";NA;NA
114;NA;NA;NA;Palmas;NA;NA
115;NA;NA;NA;Parauepebas;NA;NA
116;NA;NA;NA;"Porto Feliz
(pop. 54.000)";NA;NA
117;NA;NA;NA;Porto Velho;NA;NA
118;NA;NA;NA;Ribeirão Pires;NA;NA
119;NA;NA;NA;Santana de Parnaiba;NA;NA
120;NA;NA;NA;São Luís;NA;NA
121;NA;NA;NA;"São Mateus 
(pop. 133.000)";NA;NA
122;NA;NA;NA;Tietê;NA;NA
123;NA;NA;NA;"Três Lagoas
(pop. 123.000)";NA;NA
124;NA;NA;NA;Valinhos;NA;NA
125;NA;NA;NA;DAEV Valinhos;NA;NA
126;NA;NA;NA;Vitoria da Conquista;NA;NA
127;NA;NA;NA;Associação dos Municipios da Região Metropolitana de Curitiba;NA;NA
128;NA;NA;NA;Consorcio intermunicipal do ABC;NA;NA
129;NA;NA;NA;Associação dos municipios do Noroeste de santa catarina;NA;NA
130;NA;NA;NA;Federação dos municipios do RN;NA;NA
131;NA;NA;NA;AMOSC Associao Mun Oeste de SC;NA;NA
132;NA;NA;NA;AMFRI  - Ass Mun da Frente do Rio Itajai;NA;NA
133;NA;NA;NA;AMAC - Associação dos municipios do Acre;NA;NA
134;NA;NA;NA;AESBE - Associação da empresas Estaduais de Saneamento;NA;NA
135;NA;NA;NA;Federeação dos municipios do RS FAMURS;NA;NA
136;NA;NA;NA;Assoica dos Munciios do E de Espirito Santo;NA;NA
137;NA;NA;NA;NEOENERGIA PERNAMBUCO;NA;NA
138;NA;NA;NA;ELEKTRO;NA;NA
139;NA;NA;NA;ASSOMASUL - Ass Munici Mato Grosso do Sul;NA;NA
140;BR-RS-Carazinho;RS-CIO;cnpj:87.613.535/0001-16;Prefeitura Municipal de Carazinho;772910;https://www.carazinho.rs.gov.br/
141;BR-SC-Itajai;SC-IAI;cnpj:83.102.277/0001-52;Município de Itajaí;842713;https://itajai.sc.gov.br/
142;BR-SC-Lages;SC-LGS;cnpj:82.777.301/0001-90;Prefeitura Municipal de Lages;762009;https://www.lages.sc.gov.br/
143;BR-RS-SantaRosa;RS-SRO;cnpj:88.546.890/0001-82;Municipio de Santa Rosa;995326;https://prefeitura.santarosa.rs.gov.br/
144;BR-SC-Xanxere;SC-XXE;cnpj:83.009.860/0001-13;Prefeitura Municipal de Xanxere;22063751;https://xanxere.sc.gov.br/
